tollgate_id,time_window,direction,volume
1,"[2016-10-25 08:00:00,2016-10-25 08:20:00)",0,44.01621129860177
1,"[2016-10-26 08:00:00,2016-10-26 08:20:00)",0,43.637587861414985
1,"[2016-10-27 08:00:00,2016-10-27 08:20:00)",0,40.65091809057762
1,"[2016-10-28 08:00:00,2016-10-28 08:20:00)",0,41.55834137327212
1,"[2016-10-29 08:00:00,2016-10-29 08:20:00)",0,39.061336137670025
1,"[2016-10-30 08:00:00,2016-10-30 08:20:00)",0,88.99760812918308
1,"[2016-10-31 08:00:00,2016-10-31 08:20:00)",0,123.65712952170108
1,"[2016-10-25 08:20:00,2016-10-25 08:40:00)",0,47.440500173113136
1,"[2016-10-26 08:20:00,2016-10-26 08:40:00)",0,48.36587065753446
1,"[2016-10-27 08:20:00,2016-10-27 08:40:00)",0,44.84540354269913
1,"[2016-10-28 08:20:00,2016-10-28 08:40:00)",0,45.71905550630618
1,"[2016-10-29 08:20:00,2016-10-29 08:40:00)",0,47.18468901415958
1,"[2016-10-30 08:20:00,2016-10-30 08:40:00)",0,95.38577598181698
1,"[2016-10-31 08:20:00,2016-10-31 08:40:00)",0,127.97808892979599
1,"[2016-10-25 08:40:00,2016-10-25 09:00:00)",0,46.43428875271111
1,"[2016-10-26 08:40:00,2016-10-26 09:00:00)",0,46.53407494929968
1,"[2016-10-27 08:40:00,2016-10-27 09:00:00)",0,44.751291040330415
1,"[2016-10-28 08:40:00,2016-10-28 09:00:00)",0,45.24640270052326
1,"[2016-10-29 08:40:00,2016-10-29 09:00:00)",0,44.8030937999997
1,"[2016-10-30 08:40:00,2016-10-30 09:00:00)",0,101.32029415767771
1,"[2016-10-31 08:40:00,2016-10-31 09:00:00)",0,123.8280325967309
1,"[2016-10-25 09:00:00,2016-10-25 09:20:00)",0,47.16847230521455
1,"[2016-10-26 09:00:00,2016-10-26 09:20:00)",0,46.830897123348734
1,"[2016-10-27 09:00:00,2016-10-27 09:20:00)",0,45.60514030671409
1,"[2016-10-28 09:00:00,2016-10-28 09:20:00)",0,46.00358156601911
1,"[2016-10-29 09:00:00,2016-10-29 09:20:00)",0,44.393194131464135
1,"[2016-10-30 09:00:00,2016-10-30 09:20:00)",0,102.26672798035547
1,"[2016-10-31 09:00:00,2016-10-31 09:20:00)",0,122.06099337604059
1,"[2016-10-25 09:20:00,2016-10-25 09:40:00)",0,47.874838535430314
1,"[2016-10-26 09:20:00,2016-10-26 09:40:00)",0,48.19236749042632
1,"[2016-10-27 09:20:00,2016-10-27 09:40:00)",0,45.19871184628084
1,"[2016-10-28 09:20:00,2016-10-28 09:40:00)",0,46.00868075103726
1,"[2016-10-29 09:20:00,2016-10-29 09:40:00)",0,45.74631425889066
1,"[2016-10-30 09:20:00,2016-10-30 09:40:00)",0,107.99472869222323
1,"[2016-10-31 09:20:00,2016-10-31 09:40:00)",0,122.11299832364669
1,"[2016-10-25 09:40:00,2016-10-25 10:00:00)",0,46.97859751660131
1,"[2016-10-26 09:40:00,2016-10-26 10:00:00)",0,47.77925903823952
1,"[2016-10-27 09:40:00,2016-10-27 10:00:00)",0,45.38409867307336
1,"[2016-10-28 09:40:00,2016-10-28 10:00:00)",0,45.95404998860109
1,"[2016-10-29 09:40:00,2016-10-29 10:00:00)",0,47.50110758022413
1,"[2016-10-30 09:40:00,2016-10-30 10:00:00)",0,106.19620168785454
1,"[2016-10-31 09:40:00,2016-10-31 10:00:00)",0,109.29117626263275
1,"[2016-10-25 17:00:00,2016-10-25 17:20:00)",0,38.39822692348384
1,"[2016-10-26 17:00:00,2016-10-26 17:20:00)",0,38.047699567748225
1,"[2016-10-27 17:00:00,2016-10-27 17:20:00)",0,37.19254412185701
1,"[2016-10-28 17:00:00,2016-10-28 17:20:00)",0,53.17842271513638
1,"[2016-10-29 17:00:00,2016-10-29 17:20:00)",0,43.15674949064949
1,"[2016-10-30 17:00:00,2016-10-30 17:20:00)",0,109.2208679370399
1,"[2016-10-31 17:00:00,2016-10-31 17:20:00)",0,85.14814488611844
1,"[2016-10-25 17:20:00,2016-10-25 17:40:00)",0,34.291403304997736
1,"[2016-10-26 17:20:00,2016-10-26 17:40:00)",0,33.88866849303163
1,"[2016-10-27 17:20:00,2016-10-27 17:40:00)",0,33.327148449579134
