GS.WDT.2008225000000.BHE|[3482185, 3483195, 3564400, 3565400, 3566835, 3567835, 3568835, 3569835, 3570835, 3571835, 3572915, 3574810, 3599400, 3600400, 3601830, 3602830, 3603830, 3604830, 3605830, 3606830, 3630945, 3645910, 3651800, 3652800, 3653800, 3654800, 3655800, 3656800, 3659550, 3660550, 3661550, 3662550, 3663550, 3664550, 3665550, 3666550, 3669620, 3670620, 3671620, 3672620, 3673620, 3674620, 3675620, 3676620, 3679635, 3680635, 3681635, 3682635, 3683635, 3684635, 3685635, 3686955, 3687955, 3689235, 3690235, 3691235, 3692235, 3693235, 3694675, 3695675, 3696675, 3697675, 3698675, 3699760, 3700760, 3701760, 3702760, 3703760, 3704775, 3705775, 3706775, 3707775, 3708775, 3709775, 3710775, 3711775, 3712945, 3713945, 3714945, 3715945, 3716945, 3717945, 3718945, 3719945, 3720945, 3721945, 3722945, 3723945, 3724945, 3725945, 3726945, 3727945, 3728945, 3729945, 3730945, 3731945, 3732945, 3733945, 3734945, 3735945, 3736945, 3737945, 3738945, 3739945, 3740945, 3741945, 3742945, 3743945, 3744945, 3745945, 3746945, 3747945, 3748945, 3749945, 3750945, 3751945, 3752945, 3753945, 3754945, 3755945, 3756945, 3757945, 3758945, 3759945, 3781100, 3782100, 3783100, 3784510, 3785510, 3786510, 3787510, 3788510, 3789510, 3790510, 3791510, 3792515, 3793515, 3794515, 3795515, 3796515, 3797515, 3798515, 3799515, 3809000, 3810000, 3811445, 3812445, 3813445, 3814445, 3815445, 3816445, 3824985, 3839000, 3840000, 3841435, 3842435, 3843435, 3844435, 3845435, 3846435, 3847435, 3863145, 3864255, 3865270, 3869825, 3870825, 3933610, 4738015, 4739015, 4740015, 4741025, 4896040, 4965350, 5096810, 5098000, 5099000, 5232010, 5760335, 5772420, 6147695, 6149170, 6343330, 6528735, 7018965, 7019970, 7141520, 7287370, 7288375, 7289375, 7290380, 7583285, 7584285, 7585285, 7586285, 7587285, 7588285, 7589285, 7590285, 7591285, 7592285, 7593285, 7594295, 7595295, 7596295, 7597310, 7598315, 7599315, 7600340, 7601355, 7602490, 7769345, 7850620, 7851645, 7897695, 7918660, 8157060]
GS.WDT.2008225000000.BHN|[3482215, 3483220, 3552020, 3564400, 3565400, 3566835, 3567835, 3568835, 3569835, 3570835, 3571835, 3572860, 3574805, 3575805, 3595510, 3599400, 3600400, 3601815, 3602815, 3603815, 3604815, 3605815, 3606815, 3631065, 3645910, 3651800, 3652800, 3653800, 3654800, 3655800, 3656800, 3659605, 3660605, 3661605, 3662605, 3663605, 3664605, 3665605, 3666605, 3669640, 3670640, 3671640, 3672640, 3673640, 3674640, 3675640, 3676640, 3679630, 3680630, 3681630, 3682630, 3683630, 3684630, 3685630, 3687035, 3688040, 3689250, 3690250, 3691250, 3692250, 3693250, 3694680, 3695680, 3696680, 3697680, 3698680, 3699760, 3700760, 3701760, 3702760, 3703760, 3704795, 3705795, 3706795, 3707795, 3708795, 3709795, 3710795, 3711795, 3712945, 3713945, 3714945, 3715945, 3716945, 3717945, 3718945, 3719945, 3720945, 3721945, 3722945, 3723945, 3724950, 3725950, 3726950, 3727950, 3728950, 3729950, 3730950, 3731950, 3732950, 3733950, 3734950, 3735950, 3736950, 3737950, 3738950, 3739950, 3740950, 3741950, 3742950, 3743950, 3744950, 3745950, 3746950, 3747950, 3748950, 3749950, 3750950, 3751950, 3752950, 3753950, 3754950, 3755950, 3756950, 3757950, 3758950, 3759950, 3781100, 3782100, 3783100, 3784510, 3785510, 3786510, 3787510, 3788510, 3789510, 3790510, 3791510, 3792515, 3793515, 3794515, 3795515, 3796515, 3797515, 3798515, 3799515, 3809000, 3810000, 3811445, 3812445, 3813445, 3814445, 3815445, 3816445, 3824940, 3839000, 3840000, 3841430, 3842430, 3843430, 3844430, 3845430, 3846430, 3847435, 3863145, 3864270, 3865270, 3867815, 3869825, 3870825, 3896305, 3933680, 4738025, 4739025, 4740025, 4741095, 4896070, 4965375, 5096800, 5098000, 5099000, 5185875, 5232075, 5772415, 6147795, 6148855, 6343170, 6528775, 6806000, 7018980, 7019985, 7141530, 7142570, 7287425, 7288425, 7289425, 7290535, 7318260, 7583285, 7584290, 7585290, 7586290, 7587290, 7588290, 7589290, 7590290, 7591290, 7592290, 7593290, 7594290, 7595290, 7596290, 7597290, 7598290, 7599330, 7600390, 7601405, 7602635, 7603865, 7632000, 7769420, 7850775, 7851785, 7897810, 8157135, 8472275]
GS.WDT.2008225000000.BHZ|[3481025, 3482190, 3483240, 3552155, 3564400, 3565400, 3566805, 3567805, 3568805, 3569805, 3570805, 3571805, 3572825, 3574835, 3595630, 3599400, 3600400, 3601815, 3602815, 3603815, 3604815, 3605815, 3606815, 3645905, 3651800, 3652800, 3653800, 3654800, 3655800, 3656800, 3659525, 3660525, 3661525, 3662525, 3663525, 3664525, 3665525, 3666525, 3667550, 3669580, 3670580, 3671580, 3672580, 3673580, 3674580, 3675580, 3676580, 3677580, 3679575, 3680575, 3681575, 3682575, 3683575, 3684575, 3685575, 3686990, 3687990, 3689205, 3690205, 3691205, 3692205, 3693205, 3694645, 3695645, 3696645, 3697645, 3698645, 3699740, 3700740, 3701740, 3702740, 3703740, 3704750, 3705750, 3706750, 3707750, 3708750, 3709750, 3710750, 3711750, 3712935, 3713935, 3714935, 3715935, 3716935, 3717935, 3718935, 3719935, 3720935, 3721940, 3722940, 3723940, 3724940, 3725940, 3726940, 3727940, 3728940, 3729940, 3730940, 3731940, 3732940, 3733940, 3734940, 3735940, 3736940, 3737940, 3738940, 3739940, 3740940, 3741940, 3742940, 3743940, 3744940, 3745940, 3746940, 3747940, 3748940, 3749940, 3750940, 3751940, 3752940, 3753940, 3754940, 3755940, 3756940, 3757940, 3758940, 3759940, 3781100, 3782100, 3783100, 3784510, 3785510, 3786510, 3787510, 3788510, 3789510, 3790510, 3791510, 3792515, 3793515, 3794515, 3795515, 3796515, 3797515, 3798515, 3799515, 3809000, 3810000, 3811400, 3812400, 3813400, 3814400, 3815400, 3816400, 3825450, 3839000, 3840000, 3841410, 3842410, 3843410, 3844410, 3845410, 3846410, 3847410, 3863395, 3865140, 3869825, 3870880, 3896305, 4737910, 4738910, 4739910, 4740925, 4896615, 4965325, 5095160, 5096820, 5097895, 5098940, 5232080, 5760325, 5772410, 6147895, 6343380, 6528745, 7018030, 7019035, 7020180, 7141595, 7287145, 7288145, 7289145, 7290230, 7583285, 7584285, 7585285, 7586285, 7587285, 7588285, 7589285, 7590285, 7591285, 7592285, 7593285, 7594285, 7595285, 7596285, 7597285, 7598285, 7599335, 7600340, 7601340, 7602540, 7767235, 7769480, 7848690, 7849750, 7850780, 7851905, 7897815, 8157560, 8472325]
GS.WDT.2008226000000.BHE|[137475, 138490, 180000, 181000, 182435, 183435, 184435, 185435, 186435, 187435, 215000, 216000, 217425, 218425, 219425, 220425, 221425, 222425, 223435, 743765, 1773320, 1861690, 1862710, 1863715, 1864790, 1865860, 2379875, 2432650, 2555795, 2556805, 2557805, 2558805, 2559825, 2561235, 2616760, 2617765, 2618765, 2619765, 2790885, 2791935, 2792940, 2794375, 2806275, 2898825, 2899835, 2900840, 2907105, 2908105, 2909105, 2910115, 2911120, 3155955, 3156955, 3157955, 3158955, 3159955, 3160960, 3161965, 3162965, 3163965, 3165035, 3166050, 3167150, 3168250, 3214115, 3215115, 3216130, 4177310, 4178310, 4179310, 4180315, 4181365, 4224365, 4446495, 4771920, 4772920, 4773920, 4774960, 4776045, 4780700, 4901520, 5760075, 5768090, 5769145, 5915805, 5916805, 5917815, 6448780, 6449780, 6817110, 7069665, 7070740, 7503030, 7530760, 7531765, 7532875, 7545705, 7622100, 7746505, 7747535, 7748555, 7749565, 7750605, 7956595, 8133705, 8546170, 8547235]
GS.WDT.2008226000000.BHN|[137460, 138460, 180000, 181000, 182415, 183415, 184415, 185415, 186415, 187415, 215000, 216000, 217415, 218415, 219415, 220415, 221415, 222415, 223420, 743735, 1773345, 1861290, 1862405, 1863405, 1864410, 1865440, 1866660, 2032805, 2379940, 2432645, 2555660, 2556660, 2557660, 2558665, 2559680, 2560785, 2561855, 2616750, 2617750, 2618750, 2619790, 2789505, 2790955, 2791955, 2792960, 2794180, 2806445, 2840085, 2898395, 2899395, 2900450, 2901580, 2907030, 2908030, 2909035, 2910035, 3155930, 3156930, 3157930, 3158930, 3159930, 3160930, 3161935, 3162935, 3163945, 3164970, 3165985, 3167055, 3168235, 3169630, 3214115, 3215130, 3216130, 4177270, 4178270, 4179270, 4180280, 4181370, 4182505, 4224365, 4447015, 4771795, 4772795, 4773795, 4774795, 4775880, 4776995, 4778265, 4780600, 4901665, 5760040, 5768125, 5769125, 5889720, 5915835, 5916835, 6448790, 6449790, 6817075, 7069810, 7070840, 7502940, 7530735, 7531735, 7532750, 7545740, 7621930, 7746505, 7747510, 7748510, 7749525, 7750655, 7956655, 8133710, 8546170, 8547235]
GS.WDT.2008226000000.BHZ|[136735, 137745, 138925, 180000, 181000, 182415, 183415, 184415, 185415, 186415, 187415, 215000, 216000, 217415, 218415, 219415, 220415, 221415, 222415, 223415, 743770, 1773345, 1860390, 1861405, 1862405, 1863405, 1864425, 1865685, 1866950, 2379960, 2431920, 2432930, 2555660, 2556665, 2557665, 2558665, 2559665, 2560710, 2561890, 2563500, 2616620, 2617620, 2618630, 2619640, 2788760, 2790005, 2791110, 2792135, 2793230, 2898000, 2899005, 2900010, 2901020, 2906845, 2907845, 2908845, 2909845, 2911180, 3155925, 3156925, 3157925, 3158925, 3159925, 3160925, 3161925, 3162925, 3163950, 3164960, 3166005, 3167065, 3168520, 3213965, 3214965, 3215965, 4177070, 4178070, 4179070, 4180090, 4181140, 4224365, 4771745, 4772745, 4773745, 4774745, 4775795, 4777030, 4780695, 4901620, 5760185, 5767645, 5768650, 5914945, 5915960, 5916960, 5918095, 6448225, 6449230, 6817210, 7068855, 7069935, 7502965, 7530430, 7531430, 7532490, 7544695, 7545770, 7621930, 7746420, 7747425, 7748445, 7749445, 7750650, 7956610, 8545075, 8546170, 8547285]
GS.WDT.2008227000000.BHE|[180000, 181000, 182445, 183445, 184445, 185445, 186445, 187445, 190225, 191225, 192225, 193225, 194225, 195275, 196285, 215000, 216000, 217440, 218440, 219440, 220440, 221440, 222440, 438130, 439130, 440145, 441145, 442180, 613270, 674385, 738250, 818105, 1002290, 5760400, 5884840, 5917915, 6165205, 6166225, 6167255, 6168265, 6169265, 6170265, 6171275, 6172275, 6173275, 6174295, 6175590, 6480550, 6481675, 6837310, 6838310, 6839310, 6840310, 6841310, 6842315, 6843315, 6844365, 6845890, 6867615, 6868630, 6907895, 6908920, 7241620, 7242620, 7243625, 8020500, 8187135, 8391655, 8528470]
GS.WDT.2008227000000.BHN|[180000, 181000, 182445, 183445, 184445, 185445, 186445, 187445, 190215, 191215, 192215, 193215, 194215, 195240, 196320, 215000, 216000, 217430, 218430, 219430, 220430, 221430, 222430, 438105, 439105, 440105, 441140, 613290, 674505, 738200, 818095, 1415735, 1416735, 1418065, 1443670, 1928145, 1929155, 1930170, 1931170, 1932170, 1933175, 1934205, 1935345, 2172875, 2698695, 3023690, 3024690, 3025690, 3026715, 3027775, 3028820, 3740055, 3822890, 3823890, 3824890, 3825890, 3826890, 3827890, 3828890, 3829915, 3830935, 3832005, 3833565, 3839290, 3840290, 3841290, 4128630, 4394770, 4506370, 4982430, 4983445, 5213535, 5760310, 5884865, 5918050, 6165125, 6166140, 6167140, 6168170, 6169170, 6170180, 6171190, 6172215, 6173215, 6174420, 6175985, 6454170, 6480760, 6837260, 6838260, 6839260, 6840260, 6841265, 6842265, 6843270, 6844360, 6845440, 6867755, 6868755, 6907925, 6909165, 7209835, 7241455, 7242455, 7243460, 7244510, 8020200, 8021220, 8187295, 8391675, 8528490]
GS.WDT.2008227000000.BHZ|[180000, 181000, 182410, 183410, 184410, 185410, 186410, 187410, 190210, 191210, 192210, 193210, 194210, 195215, 196355, 215000, 216000, 217420, 218420, 219420, 220420, 221420, 222420, 437880, 438885, 439885, 440915, 442080, 613405, 628585, 672570, 674545, 738085, 1002210, 5760430, 5884865, 5917980, 6164820, 6165830, 6166830, 6167830, 6168840, 6169840, 6170840, 6171865, 6172905, 6173950, 6175645, 6176665, 6480700, 6837275, 6838275, 6839275, 6840275, 6841275, 6842280, 6843285, 6844430, 6845590, 6865875, 6867325, 6868340, 6907980, 7210115, 7241185, 7242185, 7243185, 7244315, 7446955, 8020910, 8528470]
GS.WDT.2008228000000.BHE|[180000, 181000, 182440, 183440, 184440, 185440, 186440, 187440, 215000, 216000, 217430, 218430, 219430, 220430, 221430, 222430, 407150, 408155, 409155, 410160, 652005, 717940, 718980, 1044525, 2035715, 2036730, 2403050, 2404050, 2418170, 2447890, 2449020, 2551825, 2552825, 2553825, 2554825, 2561025, 2562025, 2563025, 2564025, 2565075, 2570920, 2571920, 2572920, 2573920, 2574920, 2581095, 2582095, 2583095, 2584095, 2585095, 2589865, 2590865, 2591865, 2592865, 2593865, 2595925, 2596925, 2597925, 2598925, 2599925, 2601995, 2602995, 2603995, 2604995, 2605995, 2608010, 2609010, 2610010, 2611100, 2612100, 2614360, 2615360, 2616360, 2617360, 2619365, 2620365, 2621365, 2622365, 2623365, 2624485, 2625485, 2626485, 2627485, 2629490, 2630490, 2631490, 2632490, 2633490, 2634490, 2635490, 2636690, 2637690, 2638690, 2639690, 2640690, 2641690, 2642690, 2643690, 2644690, 2645690, 2646690, 2647690, 2648690, 2649690, 2650690, 2651690, 2652690, 2653690, 2654690, 2655690, 2656690, 2657690, 2658690, 2659690, 2660690, 2661690, 2662690, 2663690, 2664690, 2665690, 2666690, 2667690, 2668690, 2669690, 2670690, 2671690, 2672690, 2673690, 2674690, 2675690, 2676690, 2677690, 2678690, 2679690, 2680690, 2681690, 2682690, 2683690, 2684710, 2685710, 2686710, 2687710, 2688710, 2689710, 2690710, 2691710, 2692710, 2693710, 2694710, 2696010, 2697010, 2698010, 2699010, 2700010, 2701010, 2702010, 2703010, 2704010, 2705010, 2706010, 2707010, 2708010, 2709010, 2710010, 2711010, 2712010, 2713010, 2714010, 2715010, 2716010, 2717010, 2718010, 2719010, 2720010, 2721010, 2722010, 2723010, 2724010, 2725010, 2726010, 2727010, 2728010, 2729015, 2730015, 2731015, 2732015, 2733015, 2734015, 2735015, 2736015, 2737015, 2738015, 2739015, 2740020, 2741020, 2742020, 2743020, 2744020, 2745020, 2746020, 2747020, 2748020, 2749020, 2750020, 2940000, 2968255, 2969255, 2970260, 2971490, 3060000, 3135300, 3136300, 3137305, 3138325, 3460735, 5828765, 6276700, 6277700, 6278700, 6315750, 6316800, 6851670, 6852670, 6853675, 6854680, 7299970, 7300970, 7301970, 7303020, 7304195, 7356245, 7996180, 7997205, 8157185, 8158195, 8159195, 8160215, 8161245]
